"","query","kingdom","phylum","class","order","family","genus","species","community"
"3247","M03493:516:000000000-L4LRP:1:1103:13059:13242","Fungi","Ascomycota","Sordariomycetes","Boliniales","Boliniales_fam_Incertae_sedis","Junewangia","Junewangia_lamma","fungi"
"3248","M03493:516:000000000-L4LRP:1:1104:13115:6014","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3249","M03493:516:000000000-L4LRP:1:1101:17813:20041","Fungi","Ascomycota","Eurotiomycetes","Onygenales","unassigned","unassigned","unassigned","fungi"
"3250","M03493:516:000000000-L4LRP:1:2112:15572:18476","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","unassigned","fungi"
"3251","M03493:516:000000000-L4LRP:1:1101:18580:13480","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum_parvistriatum","fungi"
"3252","M03493:516:000000000-L4LRP:1:1105:17805:4672","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3253","M03493:516:000000000-L4LRP:1:2109:20349:25467","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum","Cephalotrichum_stemonitis","fungi"
"3254","M03493:516:000000000-L4LRP:1:2104:20377:8597","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Agaricostilbaceae","Pseudobensingtonia","Pseudobensingtonia_musae","fungi"
"3255","M03493:516:000000000-L4LRP:1:2106:16356:22146","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3256","M03493:516:000000000-L4LRP:1:1104:17866:26088","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3257","M03493:516:000000000-L4LRP:1:1106:11346:11104","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3258","M03493:516:000000000-L4LRP:1:1111:18142:23606","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3259","M03493:516:000000000-L4LRP:1:2103:24256:16399","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3260","M03493:516:000000000-L4LRP:1:1105:3576:12189","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3261","M03493:516:000000000-L4LRP:1:1103:15162:6285","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps","unassigned","fungi"
"3262","M03493:516:000000000-L4LRP:1:1103:22707:11453","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3263","M03493:516:000000000-L4LRP:1:1107:11520:25908","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3264","M03493:516:000000000-L4LRP:1:1104:11243:8932","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3265","M03493:516:000000000-L4LRP:1:1105:15217:9843","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3266","M03493:516:000000000-L4LRP:1:1110:16773:19651","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3267","M03493:516:000000000-L4LRP:1:1113:22341:21264","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3268","M03493:516:000000000-L4LRP:1:1113:8439:24641","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_psychrophila","fungi"
"3269","M03493:516:000000000-L4LRP:1:1105:7686:12905","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia","Absidia_caatinguensis","fungi"
"3270","M03493:516:000000000-L4LRP:1:1112:17318:18782","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unassigned","fungi"
"3271","M03493:516:000000000-L4LRP:1:1109:21073:25620","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_equina","fungi"
"3272","M03493:516:000000000-L4LRP:1:1107:9249:12087","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Vuilleminiaceae","Vuilleminia","Vuilleminia_comedens","fungi"
"3273","M03493:516:000000000-L4LRP:1:1102:3168:10831","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Pseudobaeospora","unassigned","fungi"
"3274","M03493:516:000000000-L4LRP:1:1113:16304:7624","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unassigned","fungi"
"3275","M03493:516:000000000-L4LRP:1:1102:15137:25026","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","unassigned","fungi"
"3276","M03493:516:000000000-L4LRP:1:1103:20459:11824","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","unassigned","fungi"
"3277","M03493:516:000000000-L4LRP:1:1101:3603:12421","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unassigned","fungi"
"3278","M03493:516:000000000-L4LRP:1:1105:25716:11797","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3279","M03493:516:000000000-L4LRP:1:1102:4535:14109","Fungi","Basidiomycota","Agaricomycetes","unassigned","unassigned","unassigned","unassigned","fungi"
"3280","M03493:516:000000000-L4LRP:1:1102:5491:8122","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3281","M03493:516:000000000-L4LRP:1:1109:13254:28691","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3282","M03493:516:000000000-L4LRP:1:1106:21353:4703","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unassigned","unassigned","fungi"
"3283","M03493:516:000000000-L4LRP:1:1101:10496:19881","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps","unassigned","fungi"
"3284","M03493:516:000000000-L4LRP:1:2105:3882:22327","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Saksenaeaceae","Saksenaea","Saksenaea_vasiformis","fungi"
"3285","M03493:516:000000000-L4LRP:1:1112:4785:7432","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3286","M03493:516:000000000-L4LRP:1:1105:22709:14711","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia","unassigned","fungi"
"3287","M03493:516:000000000-L4LRP:1:1107:10173:3520","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3288","M03493:516:000000000-L4LRP:1:1113:27754:21300","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3289","M03493:516:000000000-L4LRP:1:1102:8899:13287","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Veronaea","Veronaea_japonica","fungi"
"3290","M03493:516:000000000-L4LRP:1:2105:6388:23156","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Exobasidiaceae","Exobasidium","Exobasidium_yoshinagae","fungi"
"3291","M03493:516:000000000-L4LRP:1:1112:9348:20347","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces_hansenii","fungi"
"3292","M03493:516:000000000-L4LRP:1:1111:28939:15641","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_bonariae","fungi"
"3293","M03493:516:000000000-L4LRP:1:2111:15541:18596","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3294","M03493:516:000000000-L4LRP:1:1106:27578:15978","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3295","M03493:516:000000000-L4LRP:1:1101:13785:14317","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3296","M03493:516:000000000-L4LRP:1:1102:10864:20965","Fungi","Basidiomycota","Agaricomycetes","Boletales","Serpulaceae","Serpula","Serpula_himantioides","fungi"
"3297","M03493:516:000000000-L4LRP:1:1113:27834:15374","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","unassigned","fungi"
"3298","M03493:516:000000000-L4LRP:1:1101:14418:5902","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius_infractus","fungi"
"3299","M03493:516:000000000-L4LRP:1:1112:17211:16116","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Calyptella","Calyptella_capula","fungi"
"3300","M03493:516:000000000-L4LRP:1:1104:6902:15705","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3301","M03493:516:000000000-L4LRP:1:1103:20887:6353","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pseudallescheria","Pseudallescheria_ellipsoidea","fungi"
"3302","M03493:516:000000000-L4LRP:1:1101:19456:8132","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Taphrina_carpini","fungi"
"3303","M03493:516:000000000-L4LRP:1:1114:10150:18596","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unassigned","unassigned","unassigned","fungi"
"3304","M03493:516:000000000-L4LRP:1:1103:4876:18790","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unassigned","unassigned","unassigned","fungi"
"3305","M03493:516:000000000-L4LRP:1:1101:26804:7620","Fungi","Basidiomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3306","M03493:516:000000000-L4LRP:1:1107:2975:9600","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis_insignis","fungi"
"3307","M03493:516:000000000-L4LRP:1:1101:6872:17215","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe_brachypodii","fungi"
"3308","M03493:516:000000000-L4LRP:1:1110:11578:17346","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3309","M03493:516:000000000-L4LRP:1:1106:21445:8288","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","unassigned","fungi"
"3310","M03493:516:000000000-L4LRP:1:1114:2988:12362","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","unassigned","fungi"
"3311","M03493:516:000000000-L4LRP:1:1107:14265:6370","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis_vinacea","fungi"
"3312","M03493:516:000000000-L4LRP:1:1109:15501:21105","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3313","M03493:516:000000000-L4LRP:1:1104:21622:16434","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus_curtus","fungi"
"3314","M03493:516:000000000-L4LRP:1:1114:4113:11060","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3315","M03493:516:000000000-L4LRP:1:1111:24879:5738","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_coprosmae","fungi"
"3316","M03493:516:000000000-L4LRP:1:1111:14349:20213","Fungi","Basidiomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3317","M03493:516:000000000-L4LRP:1:1112:13630:10054","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella_stercoraria","fungi"
"3318","M03493:516:000000000-L4LRP:1:1105:11446:27310","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Chlorophyllum","Chlorophyllum_brunneum","fungi"
"3319","M03493:516:000000000-L4LRP:1:1104:3356:18025","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","unassigned","unassigned","fungi"
"3320","M03493:516:000000000-L4LRP:1:1104:7347:12275","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3321","M03493:516:000000000-L4LRP:1:1112:12922:22297","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","unassigned","fungi"
"3322","M03493:516:000000000-L4LRP:1:1103:20401:14684","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor_genevensis","fungi"
"3323","M03493:516:000000000-L4LRP:1:1105:8330:20851","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3324","M03493:516:000000000-L4LRP:1:2113:12423:14710","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus_multiformis","fungi"
"3325","M03493:516:000000000-L4LRP:1:2105:20021:8465","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Psilocybe","Psilocybe_coprophila","fungi"
"3326","M03493:516:000000000-L4LRP:1:2113:12737:7545","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3327","M03493:516:000000000-L4LRP:1:1101:12794:21218","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3328","M03493:516:000000000-L4LRP:1:1110:10160:20404","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3329","M03493:516:000000000-L4LRP:1:2102:17040:3528","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3330","M03493:516:000000000-L4LRP:1:1114:20962:18615","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3331","M03493:516:000000000-L4LRP:1:1104:15053:25726","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3332","M03493:516:000000000-L4LRP:1:1106:15579:21222","Fungi","Chytridiomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3333","M03493:516:000000000-L4LRP:1:2113:4568:22199","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium_lysinophilum","fungi"
"3334","M03493:516:000000000-L4LRP:1:2113:12670:6724","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","unassigned","unassigned","fungi"
"3335","M03493:516:000000000-L4LRP:1:1104:7619:18878","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus_silvaticus","fungi"
"3336","M03493:516:000000000-L4LRP:1:1105:7718:17340","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3337","M03493:516:000000000-L4LRP:1:2109:25370:8088","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3338","M03493:516:000000000-L4LRP:1:2103:10727:19193","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS06","unassigned","unassigned","unassigned","fungi"
"3339","M03493:516:000000000-L4LRP:1:1101:12395:8469","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia","Puccinia_hordei","fungi"
"3340","M03493:516:000000000-L4LRP:1:1110:14645:17679","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3341","M03493:516:000000000-L4LRP:1:2103:20429:16377","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3342","M03493:516:000000000-L4LRP:1:2104:21599:4650","Fungi","Glomeromycota","Glomeromycetes","unassigned","unassigned","unassigned","unassigned","fungi"
"3343","M03493:516:000000000-L4LRP:1:1102:24774:20060","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","unassigned","fungi"
"3344","M03493:516:000000000-L4LRP:1:1107:6764:19193","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Triparticalcar","unassigned","fungi"
"3345","M03493:516:000000000-L4LRP:1:1102:6656:17213","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unassigned","unassigned","unassigned","fungi"
"3346","M03493:516:000000000-L4LRP:1:1103:16426:24208","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3347","M03493:516:000000000-L4LRP:1:1103:15546:26703","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3348","M03493:516:000000000-L4LRP:1:1104:4852:22995","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara_heteroderae","fungi"
"3349","M03493:516:000000000-L4LRP:1:1114:13132:26078","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3350","M03493:516:000000000-L4LRP:1:2105:22022:20225","Fungi","Basidiomycota","Agaricomycetes","unassigned","unassigned","unassigned","unassigned","fungi"
"3351","M03493:516:000000000-L4LRP:1:2101:14430:2855","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus_taeniatus","fungi"
"3352","M03493:516:000000000-L4LRP:1:1112:11529:6299","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","unassigned","unassigned","fungi"
"3353","M03493:516:000000000-L4LRP:1:1103:21591:22864","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","unassigned","fungi"
"3354","M03493:516:000000000-L4LRP:1:1101:8738:7779","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Sistotrema","Sistotrema_autumnale","fungi"
"3355","M03493:516:000000000-L4LRP:1:2104:20211:12228","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unassigned","unassigned","unassigned","fungi"
"3356","M03493:516:000000000-L4LRP:1:1101:25352:14056","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma_undatum","fungi"
"3357","M03493:516:000000000-L4LRP:1:1107:15351:24157","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"3358","M03493:516:000000000-L4LRP:1:1106:21241:12777","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"3359","M03493:516:000000000-L4LRP:1:1103:20126:4083","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliales_fam_Incertae_sedis","Vermispora","Vermispora_spermatophaga","fungi"
