"finest_name","kingdom","phylum","class","order","family","genus","species","community"
"Chaetothyriales::Cluster_231","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unassigned","unassigned","unassigned","fungi"
"Antennariella placitae::Cluster_500","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiaceae","Antennariella","Antennariella placitae","fungi"
"Aspergillus alliaceus::Cluster_142","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus alliaceus","fungi"
"Coniophora eremophila::Cluster_773","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora eremophila","fungi"
"Chaetothyriaceae::Cluster_86","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae","unassigned","unassigned","fungi"
"Saitozyma podzolica::Cluster_94","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Saitozyma podzolica","fungi"
"Coniophora eremophila::Cluster_588","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora eremophila","fungi"
"Polyschema sclerotigenum::Cluster_151","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales fam_Incertae_sedis","Polyschema","Polyschema sclerotigenum","fungi"
"Sporormiaceae::Cluster_111","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","unassigned","unassigned","fungi"
"Phialocephala humicola::Cluster_266","Fungi","Ascomycota","Leotiomycetes","Helotiales","Vibrisseaceae","Phialocephala","Phialocephala humicola","fungi"
"Geastrum floriforme::Cluster_326","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum floriforme","fungi"
"Chaetothyriales::Cluster_220","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unassigned","unassigned","unassigned","fungi"
"Cladophialophora::Cluster_284","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","unassigned","fungi"
"Bullera::Cluster_295","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","unassigned","fungi"
"Fungi::Cluster_510","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Fungi::Cluster_839","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Metarhizium anisopliae::Cluster_45","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium anisopliae","fungi"
"Fungi::Cluster_388","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
